timestamp,server_id,cpu_usage_pct,memory_usage_pct,active_connections,requests_per_sec,network_latency_ms,disk_io_mb_s,bandwidth_mbps,error_rate_pct,response_time_ms,load_status
2026-06-23 18:00:00,srv-3,69.99,55.9,848,354.56,12.69,18.06,188.0,0.311,216.64,Medium
2026-06-23 18:00:00,srv-4,90.3,81.84,494,224.7,51.71,15.79,81.75,1.077,382.17,High
2026-06-23 18:00:00,srv-2,77.52,70.67,619,258.13,28.83,11.1,170.71,0.697,282.12,High
2026-06-23 18:15:00,srv-2,73.5,68.93,678,279.87,23.19,14.27,183.28,0.41,256.89,Medium
2026-06-23 18:15:00,srv-4,86.77,79.09,436,195.86,43.83,10.59,77.68,1.075,346.95,High
2026-06-23 18:15:00,srv-1,70.61,65.96,761,312.98,15.65,16.61,149.49,0.21,232.59,Medium
2026-06-23 18:15:00,srv-3,71.35,62.41,923,381.43,15.95,15.64,207.73,0.362,226.84,Medium
2026-06-23 18:15:00,srv-5,65.54,68.34,759,356.72,12.62,17.54,223.4,0.05,217.8,Medium
2026-06-23 18:30:00,srv-1,77.64,70.09,820,342.39,32.42,15.53,164.35,0.064,287.06,Medium
2026-06-23 18:30:00,srv-4,87.33,83.97,513,230.65,46.4,10.42,99.81,0.35,357.85,High
2026-06-23 18:30:00,srv-3,64.13,65.16,901,378.29,12.06,16.4,193.53,0.088,211.78,Medium
2026-06-23 18:30:00,srv-5,66.56,67.9,730,341.89,12.2,16.93,208.82,0.134,218.72,Medium
2026-06-23 18:30:00,srv-2,79.26,73.27,695,289.14,31.46,20.08,196.01,0.146,291.3,High
2026-06-23 18:45:00,srv-4,88.34,80.82,528,241.53,45.9,12.82,102.2,1.157,357.24,High
2026-06-23 18:45:00,srv-1,76.21,72.93,820,341.15,18.58,15.33,167.07,0.997,255.04,High
2026-06-23 18:45:00,srv-2,79.73,68.55,761,315.17,27.93,8.89,204.11,1.208,287.35,High
2026-06-23 18:45:00,srv-5,76.41,61.92,800,376.54,19.27,16.03,236.97,0.822,246.82,High
2026-06-23 18:45:00,srv-3,72.61,60.33,918,386.21,13.74,13.26,208.21,0.14,229.54,Medium
2026-06-23 19:00:00,srv-4,95.52,74.46,548,249.83,59.01,10.6,100.05,2.257,413.8,High
2026-06-23 19:00:00,srv-1,74.37,71.07,917,380.28,17.22,14.96,167.15,0.717,250.61,High
2026-06-23 19:00:00,srv-3,71.99,67.58,1057,441.81,13.15,14.43,238.88,0.537,228.06,Medium
2026-06-23 19:00:00,srv-2,83.9,77.61,732,306.07,32.67,10.66,190.93,0.418,313.33,High
2026-06-23 19:00:00,srv-5,69.7,67.55,796,372.87,13.87,16.58,224.59,0.33,226.51,Medium
2026-06-23 19:15:00,srv-4,90.46,84.08,523,236.39,51.4,11.6,92.52,2.902,380.32,High
2026-06-23 19:15:00,srv-1,78.26,67.22,913,378.56,23.81,17.78,169.06,1.305,264.32,High
2026-06-23 19:15:00,srv-2,91.76,71.74,740,309.7,45.77,21.11,197.6,1.157,366.75,High
2026-06-23 19:15:00,srv-5,74.7,69.03,796,371.62,17.38,17.63,231.37,0.234,252.33,Medium
2026-06-23 19:15:00,srv-3,69.01,65.84,992,417.24,13.41,20.05,230.63,0.289,224.61,Medium
2026-06-23 19:30:00,srv-4,92.47,80.82,571,262.31,53.0,11.87,115.74,1.311,390.56,High
2026-06-23 19:30:00,srv-3,70.21,66.65,1061,446.23,12.91,23.41,242.53,0.139,225.45,Medium
2026-06-23 19:30:00,srv-5,73.94,73.0,896,416.09,15.96,19.35,249.69,0.243,243.4,Medium
2026-06-23 19:30:00,srv-2,82.47,78.88,815,337.6,31.01,15.2,229.38,0.337,305.01,High
2026-06-23 19:30:00,srv-1,80.22,70.47,858,356.34,22.66,17.5,160.91,1.117,273.3,High
2026-06-23 19:45:00,srv-5,75.07,66.99,884,410.38,18.73,18.6,242.25,0.347,249.77,Medium
2026-06-23 19:45:00,srv-4,99.5,84.98,622,282.26,65.94,12.05,104.71,0.526,462.44,High
2026-06-23 19:45:00,srv-2,90.62,79.37,785,326.03,41.79,13.82,215.84,2.933,362.13,High
2026-06-23 19:45:00,srv-1,81.62,77.14,891,372.52,23.81,15.21,170.07,1.217,286.61,High
2026-06-23 19:45:00,srv-3,69.78,62.42,1003,422.74,13.19,17.38,226.57,0.237,220.6,Medium
2026-06-23 20:00:00,srv-2,86.21,73.63,738,309.75,36.8,12.33,204.72,1.606,322.53,High
2026-06-23 20:00:00,srv-1,79.29,67.3,952,390.48,21.84,13.32,179.22,0.849,262.66,High
2026-06-23 20:00:00,srv-4,99.5,86.65,597,275.87,66.47,17.86,112.89,4.457,466.64,High
2026-06-23 20:00:00,srv-5,73.13,71.34,806,376.83,19.66,13.57,233.73,0.176,261.77,Medium
2026-06-23 20:00:00,srv-3,70.95,68.27,1071,449.79,14.09,17.99,236.43,0.101,229.73,Medium
2026-06-23 20:15:00,srv-5,72.78,70.31,837,389.21,15.87,15.19,253.02,0.36,241.37,Medium
2026-06-23 20:15:00,srv-2,90.18,79.17,700,293.1,44.37,16.48,197.47,2.626,368.44,High
2026-06-23 20:15:00,srv-3,72.45,65.81,1018,427.7,14.51,20.75,227.7,0.502,232.63,Medium
2026-06-23 20:15:00,srv-1,72.69,69.92,949,394.51,17.14,13.63,180.36,0.153,245.21,Medium
2026-06-23 20:15:00,srv-4,98.19,86.87,609,276.01,63.8,18.33,107.49,2.064,445.35,High
2026-06-23 20:30:00,srv-1,73.23,74.73,964,400.33,19.0,19.15,186.38,0.137,256.16,Medium
2026-06-23 20:30:00,srv-5,76.28,67.7,847,399.53,20.89,17.7,246.16,0.807,261.69,High
2026-06-23 20:30:00,srv-3,70.98,69.1,1050,442.39,13.91,18.65,238.29,0.051,238.37,Medium
2026-06-23 20:30:00,srv-4,96.06,85.36,577,258.36,60.11,11.63,106.61,4.473,425.95,High
2026-06-23 20:30:00,srv-2,98.75,74.98,772,318.28,56.16,21.29,210.97,3.769,419.45,High
2026-06-23 20:45:00,srv-3,71.91,61.77,982,411.46,16.92,10.13,219.16,0.54,235.84,Medium
2026-06-23 20:45:00,srv-4,90.35,76.19,503,227.94,51.82,13.32,94.04,3.552,372.86,High
2026-06-23 20:45:00,srv-5,73.98,71.74,887,412.97,16.15,17.39,251.74,0.181,250.08,Medium
2026-06-23 20:45:00,srv-2,88.76,76.67,701,293.7,42.35,10.62,191.93,0.355,345.13,High
2026-06-23 20:45:00,srv-1,68.9,69.4,838,346.89,15.94,10.0,160.73,0.266,235.55,Medium
2026-06-23 21:00:00,srv-3,69.44,62.95,875,371.19,15.28,18.48,187.77,0.217,226.76,Medium
2026-06-23 21:00:00,srv-2,89.11,72.71,741,306.77,42.48,12.95,199.72,1.035,346.06,High
2026-06-23 21:00:00,srv-1,72.35,66.64,848,353.51,16.35,19.35,160.0,0.513,240.42,Medium
2026-06-23 21:00:00,srv-4,97.16,87.17,589,270.53,60.01,14.72,115.69,4.531,433.77,High
2026-06-23 21:00:00,srv-5,75.8,64.61,811,379.33,19.81,19.27,238.4,0.456,256.9,Medium
2026-06-23 21:15:00,srv-5,92.89,85.88,1262,589.08,38.21,29.28,358.37,3.091,364.84,High
2026-06-23 21:15:00,srv-1,70.69,67.23,765,317.64,16.26,12.16,136.13,0.078,236.06,Medium
2026-06-23 21:15:00,srv-3,65.66,58.47,851,355.11,10.12,11.3,192.12,0.023,208.61,Medium
2026-06-23 21:15:00,srv-2,73.68,74.87,662,276.89,24.41,10.49,176.37,0.408,265.23,High
