request_id,strategy,server_id,response_time_ms
90,RoundRobin,srv-1,150.6096847074507
91,RoundRobin,srv-2,161.60340035249098
92,RoundRobin,srv-3,143.41693652075628
93,RoundRobin,srv-4,140.85505525519017
94,RoundRobin,srv-5,120.81761144689116
95,RoundRobin,srv-1,153.59955497195588
96,RoundRobin,srv-2,152.51630262576765
97,RoundRobin,srv-3,144.0958106754081
98,RoundRobin,srv-4,152.2857222042448
99,RoundRobin,srv-5,108.93308766651849
100,RoundRobin,srv-1,151.16346314060706
101,RoundRobin,srv-2,157.2462249091074
102,RoundRobin,srv-3,145.32800542305844
103,RoundRobin,srv-4,141.57122326327004
104,RoundRobin,srv-5,120.33495197390567
105,RoundRobin,srv-1,148.1424154557521
106,RoundRobin,srv-2,158.56124368487554
107,RoundRobin,srv-3,153.7189325551407
108,RoundRobin,srv-4,160.20981975289223
109,RoundRobin,srv-5,120.87812335210509
110,RoundRobin,srv-1,152.88678029487068
111,RoundRobin,srv-2,157.51184891021865
112,RoundRobin,srv-3,148.01355633915756
113,RoundRobin,srv-4,149.23055617337712
114,RoundRobin,srv-5,123.56345225010637
115,RoundRobin,srv-1,158.77975013102613
116,RoundRobin,srv-2,159.26472694145423
117,RoundRobin,srv-3,147.85994956638476
118,RoundRobin,srv-4,148.2192477897043
119,RoundRobin,srv-5,123.45963565085418
120,RoundRobin,srv-1,148.73409804012152
121,RoundRobin,srv-2,163.17177074462793
122,RoundRobin,srv-3,143.10810076816452
123,RoundRobin,srv-4,160.8972798619551
124,RoundRobin,srv-5,121.67325638044231
125,RoundRobin,srv-1,153.59225101249783
126,RoundRobin,srv-2,169.11623254785854
127,RoundRobin,srv-3,146.8212333795544
128,RoundRobin,srv-4,155.54692956086578
129,RoundRobin,srv-5,123.4950886995731
130,RoundRobin,srv-1,168.80930514721334
131,RoundRobin,srv-2,156.04524799137772
132,RoundRobin,srv-3,146.009423829716
133,RoundRobin,srv-4,150.7614196397735
134,RoundRobin,srv-5,111.10944297378353
135,RoundRobin,srv-1,155.32314635964912
136,RoundRobin,srv-2,156.18747216891722
137,RoundRobin,srv-3,146.104980274333
138,RoundRobin,srv-4,148.18375090328675
139,RoundRobin,srv-5,115.6448488200884
140,RoundRobin,srv-1,158.84292113544265
141,RoundRobin,srv-2,178.9227682156249
142,RoundRobin,srv-3,154.45675875826865
143,RoundRobin,srv-4,169.33396939167613
144,RoundRobin,srv-5,110.41193661106742
145,RoundRobin,srv-1,149.8953287822441
146,RoundRobin,srv-2,167.11281954107295
147,RoundRobin,srv-3,144.72865905250976
148,RoundRobin,srv-4,160.9479804892499
149,RoundRobin,srv-5,119.00473575499423
150,RoundRobin,srv-1,153.37396959578393
151,RoundRobin,srv-2,164.91074674859118
152,RoundRobin,srv-3,166.28754203579027
153,RoundRobin,srv-4,150.04373156374706
154,RoundRobin,srv-5,116.67677471513046
155,RoundRobin,srv-1,157.01718533108763
156,RoundRobin,srv-2,167.8639462571688
157,RoundRobin,srv-3,149.7198625160106
158,RoundRobin,srv-4,155.03046268527066
159,RoundRobin,srv-5,111.46948679902016
160,RoundRobin,srv-1,162.2178185584154
161,RoundRobin,srv-2,168.77995493431268
162,RoundRobin,srv-3,148.19258843033958
163,RoundRobin,srv-4,155.84207028847
164,RoundRobin,srv-5,116.2454657264677
165,RoundRobin,srv-1,152.40920684856016
166,RoundRobin,srv-2,162.76934279364144
167,RoundRobin,srv-3,148.0726938891593
168,RoundRobin,srv-4,150.5982463273777
169,RoundRobin,srv-5,120.83668297375372
170,RoundRobin,srv-1,150.66018352749322
171,RoundRobin,srv-2,175.26663284434372
172,RoundRobin,srv-3,160.01401342846856
173,RoundRobin,srv-4,163.98343249405974
174,RoundRobin,srv-5,113.31579929313514
175,RoundRobin,srv-1,154.51954480461464
176,RoundRobin,srv-2,183.85065329552785
177,RoundRobin,srv-3,150.37712023137843
178,RoundRobin,srv-4,155.4617777177778
179,RoundRobin,srv-5,117.27998773845125
180,RoundRobin,srv-1,153.26222836484453
181,RoundRobin,srv-2,163.1306019480822
182,RoundRobin,srv-3,166.2338715168717
183,RoundRobin,srv-4,153.97362231555599
184,RoundRobin,srv-5,119.06970453191862
185,RoundRobin,srv-1,151.24250141410005
186,RoundRobin,srv-2,175.91919650018812
187,RoundRobin,srv-3,144.61129337389985
188,RoundRobin,srv-4,158.50296865070462
189,RoundRobin,srv-5,121.55824398333526
190,RoundRobin,srv-1,160.89396233224525
191,RoundRobin,srv-2,165.19980743456466
192,RoundRobin,srv-3,147.59968851903577
193,RoundRobin,srv-4,156.9167758711538
194,RoundRobin,srv-5,119.11077442113363
195,RoundRobin,srv-1,159.73964073628395
196,RoundRobin,srv-2,177.51012640036032
197,RoundRobin,srv-3,147.5900004984546
198,RoundRobin,srv-4,158.2055011508314
199,RoundRobin,srv-5,122.60606396203139
200,RoundRobin,srv-1,152.97236112015392
201,RoundRobin,srv-2,166.8818455994435
202,RoundRobin,srv-3,155.54926296440294
203,RoundRobin,srv-4,158.73288093329427
204,RoundRobin,srv-5,126.15040632517655
205,RoundRobin,srv-1,164.71311409391984
206,RoundRobin,srv-2,172.457095081853
207,RoundRobin,srv-3,150.86387210796198
208,RoundRobin,srv-4,153.12455917386833
209,RoundRobin,srv-5,118.7073526886088
210,RoundRobin,srv-1,160.42267643936864
211,RoundRobin,srv-2,170.21560679835773
212,RoundRobin,srv-3,147.53286274679604
213,RoundRobin,srv-4,162.10190223437687
214,RoundRobin,srv-5,136.0200016768923
215,RoundRobin,srv-1,155.85440883588743
216,RoundRobin,srv-2,168.54191312662473
217,RoundRobin,srv-3,144.91104264663304
218,RoundRobin,srv-4,160.79901602676108
219,RoundRobin,srv-5,129.04219196820765
220,RoundRobin,srv-1,160.61514731857835
221,RoundRobin,srv-2,174.23152468331062
222,RoundRobin,srv-3,157.68308165332263
223,RoundRobin,srv-4,159.45406389378496
224,RoundRobin,srv-5,118.0362167957476
225,RoundRobin,srv-1,158.49561997859706
226,RoundRobin,srv-2,170.1765758508884
227,RoundRobin,srv-3,147.0419941033598
228,RoundRobin,srv-4,161.47796625001808
229,RoundRobin,srv-5,120.0269493862055
230,RoundRobin,srv-1,159.10418616160487
231,RoundRobin,srv-2,166.59792476279694
232,RoundRobin,srv-3,154.70082044630678
233,RoundRobin,srv-4,156.43942331774895
234,RoundRobin,srv-5,115.70779971222653
235,RoundRobin,srv-1,157.26336894567848
236,RoundRobin,srv-2,173.0877157103981
237,RoundRobin,srv-3,152.10457170505808
238,RoundRobin,srv-4,158.12204500613956
239,RoundRobin,srv-5,123.47705675511702
240,RoundRobin,srv-1,177.87436467307367
241,RoundRobin,srv-2,168.78484447162728
242,RoundRobin,srv-3,147.08162734949556
243,RoundRobin,srv-4,160.45859460794745
244,RoundRobin,srv-5,119.65113296337213
245,RoundRobin,srv-1,176.8412160733707
246,RoundRobin,srv-2,176.4322582753724
247,RoundRobin,srv-3,152.15399868627182
248,RoundRobin,srv-4,162.65732919684447
249,RoundRobin,srv-5,115.79469108521947
250,RoundRobin,srv-1,170.3191594228666
251,RoundRobin,srv-2,185.8619482827386
252,RoundRobin,srv-3,149.01785979090266
253,RoundRobin,srv-4,162.60373718584114
254,RoundRobin,srv-5,123.13060093007309
255,RoundRobin,srv-1,157.5841972724818
256,RoundRobin,srv-2,168.90326814958112
257,RoundRobin,srv-3,153.19378422454233
258,RoundRobin,srv-4,172.5086940315586
259,RoundRobin,srv-5,115.98960284761122
260,RoundRobin,srv-1,174.0755063059285
261,RoundRobin,srv-2,173.71524536024685
262,RoundRobin,srv-3,155.59352983375794
263,RoundRobin,srv-4,166.53647912392776
264,RoundRobin,srv-5,128.70782761302564
265,RoundRobin,srv-1,159.28046843663208
266,RoundRobin,srv-2,177.4918177946441
267,RoundRobin,srv-3,150.44454302440346
268,RoundRobin,srv-4,179.2072109721928
269,RoundRobin,srv-5,124.5512797606266
270,RoundRobin,srv-1,167.02319524692302
271,RoundRobin,srv-2,173.46952843515814
272,RoundRobin,srv-3,150.09374478946617
273,RoundRobin,srv-4,173.18141518654235
274,RoundRobin,srv-5,128.16907651962526
275,RoundRobin,srv-1,159.97644696166626
276,RoundRobin,srv-2,177.99677535037335
277,RoundRobin,srv-3,155.32191814882216
278,RoundRobin,srv-4,183.9256743332753
279,RoundRobin,srv-5,122.04521702375888
280,RoundRobin,srv-1,181.3706435146077
281,RoundRobin,srv-2,178.4834134995278
282,RoundRobin,srv-3,151.83015152993542
283,RoundRobin,srv-4,168.1430227539473
284,RoundRobin,srv-5,118.93542918079349
285,RoundRobin,srv-1,166.12668347383925
286,RoundRobin,srv-2,183.6749446099638
287,RoundRobin,srv-3,149.48549606858566
288,RoundRobin,srv-4,167.78015003895246
289,RoundRobin,srv-5,121.29090631740677
290,RoundRobin,srv-1,158.02752040865226
291,RoundRobin,srv-2,180.44911671468546
292,RoundRobin,srv-3,150.84479775877114
293,RoundRobin,srv-4,167.82680791627138
294,RoundRobin,srv-5,116.63501678824846
295,RoundRobin,srv-1,159.28322376451018
296,RoundRobin,srv-2,177.97416052178622
297,RoundRobin,srv-3,153.90345319661586
298,RoundRobin,srv-4,164.52261647351983
299,RoundRobin,srv-5,118.43475156395594
300,RoundRobin,srv-1,167.43139485442745
301,RoundRobin,srv-2,182.9818813997368
302,RoundRobin,srv-3,157.0828806561824
303,RoundRobin,srv-4,177.84480734388063
304,RoundRobin,srv-5,141.7077628030126
305,RoundRobin,srv-1,162.52840101462715
306,RoundRobin,srv-2,179.60288715787274
307,RoundRobin,srv-3,159.62076814688987
308,RoundRobin,srv-4,166.67722228663342
309,RoundRobin,srv-5,131.19600420225228
310,RoundRobin,srv-1,158.61355242424403
311,RoundRobin,srv-2,182.06177765200297
312,RoundRobin,srv-3,162.45754260951395
313,RoundRobin,srv-4,172.65898111978532
314,RoundRobin,srv-5,123.96380356963263
315,RoundRobin,srv-1,166.84478333759367
316,RoundRobin,srv-2,186.50830921962094
317,RoundRobin,srv-3,153.2817147528795
318,RoundRobin,srv-4,170.9916865297781
319,RoundRobin,srv-5,127.50896261764265
320,RoundRobin,srv-1,165.41365092970617
321,RoundRobin,srv-2,198.87325306363857
322,RoundRobin,srv-3,152.64916420291559
323,RoundRobin,srv-4,170.77953227251697
324,RoundRobin,srv-5,134.1732582625793
325,RoundRobin,srv-1,162.67613345710038
326,RoundRobin,srv-2,176.77813278564886
327,RoundRobin,srv-3,152.51794169393756
328,RoundRobin,srv-4,175.56153856179458
329,RoundRobin,srv-5,120.94440962863227
330,RoundRobin,srv-1,172.07802270928622
331,RoundRobin,srv-2,182.0075641570951
332,RoundRobin,srv-3,173.07005339043104
333,RoundRobin,srv-4,175.02699213644536
334,RoundRobin,srv-5,118.68538613782044
335,RoundRobin,srv-1,168.17938938578536
336,RoundRobin,srv-2,179.73355527401543
337,RoundRobin,srv-3,158.4528262942849
338,RoundRobin,srv-4,177.53215193296336
339,RoundRobin,srv-5,128.97206663870284
340,RoundRobin,srv-1,168.8284532495661
341,RoundRobin,srv-2,183.85606985439043
342,RoundRobin,srv-3,158.55894209355284
343,RoundRobin,srv-4,183.41876407954967
344,RoundRobin,srv-5,133.9311511612836
345,RoundRobin,srv-1,166.4208634741294
346,RoundRobin,srv-2,182.26594736805436
347,RoundRobin,srv-3,154.73063836404563
348,RoundRobin,srv-4,181.7318411595615
349,RoundRobin,srv-5,120.8386855837145
350,RoundRobin,srv-1,163.50344084135406
351,RoundRobin,srv-2,181.56961559240773
352,RoundRobin,srv-3,160.11373533634367
353,RoundRobin,srv-4,184.79549792038063
354,RoundRobin,srv-5,125.05796529656844
355,RoundRobin,srv-1,168.48571471846319
356,RoundRobin,srv-2,179.94927080962668
357,RoundRobin,srv-3,153.25838763328923
358,RoundRobin,srv-4,176.1645866412227
359,RoundRobin,srv-5,122.63770913856341
360,RoundRobin,srv-1,163.4363856400246
361,RoundRobin,srv-2,184.7323210103153
362,RoundRobin,srv-3,152.7995377497262
363,RoundRobin,srv-4,191.81020163762736
364,RoundRobin,srv-5,125.82364697172495
365,RoundRobin,srv-1,163.80074582812574
366,RoundRobin,srv-2,187.07016027523275
367,RoundRobin,srv-3,156.24367857688662
368,RoundRobin,srv-4,172.69712672089045
369,RoundRobin,srv-5,120.6536727424359
370,RoundRobin,srv-1,176.53454606480773
371,RoundRobin,srv-2,187.52595842065875
372,RoundRobin,srv-3,152.36432537044354
373,RoundRobin,srv-4,180.44290787768057
374,RoundRobin,srv-5,134.35443928124215
375,RoundRobin,srv-1,167.23119505422665
376,RoundRobin,srv-2,188.03634139794605
377,RoundRobin,srv-3,153.09982908930368
378,RoundRobin,srv-4,182.50684003882728
379,RoundRobin,srv-5,122.90705603066418
380,RoundRobin,srv-1,166.33224430483503
381,RoundRobin,srv-2,180.33496856028927
382,RoundRobin,srv-3,158.88102646045053
383,RoundRobin,srv-4,181.55079609543088
384,RoundRobin,srv-5,125.85413517262393
385,RoundRobin,srv-1,171.21759812063004
386,RoundRobin,srv-2,187.84514917152626
387,RoundRobin,srv-3,152.71179558231756
388,RoundRobin,srv-4,175.71145819720041
389,RoundRobin,srv-5,128.0150367674038
390,RoundRobin,srv-1,172.2446267521032
391,RoundRobin,srv-2,186.29077011823608
392,RoundRobin,srv-3,161.6057233568616
393,RoundRobin,srv-4,178.52184175661895
394,RoundRobin,srv-5,132.10558410947388
395,RoundRobin,srv-1,164.2702077870873
396,RoundRobin,srv-2,191.56508310492592
397,RoundRobin,srv-3,166.23545309492678
398,RoundRobin,srv-4,185.75680695151047
399,RoundRobin,srv-5,125.75461992462226
400,RoundRobin,srv-1,164.37924432297922
401,RoundRobin,srv-2,195.99392560195582
402,RoundRobin,srv-3,155.3383941781785
403,RoundRobin,srv-4,181.32841560324874
404,RoundRobin,srv-5,128.94275019996863
405,RoundRobin,srv-1,180.4098974958804
406,RoundRobin,srv-2,189.3952195705031
407,RoundRobin,srv-3,164.28716027811197
408,RoundRobin,srv-4,181.61436641059242
409,RoundRobin,srv-5,131.76288086822208
410,RoundRobin,srv-1,170.62511764441882
411,RoundRobin,srv-2,202.07479986250948
412,RoundRobin,srv-3,167.47789407369518
413,RoundRobin,srv-4,182.37411798330825
414,RoundRobin,srv-5,129.24729557435953
415,RoundRobin,srv-1,180.47211488729363
416,RoundRobin,srv-2,196.44013924954476
417,RoundRobin,srv-3,160.78954519381813
418,RoundRobin,srv-4,180.59054370244493
419,RoundRobin,srv-5,131.5975437270044
420,RoundRobin,srv-1,170.54862774007304
421,RoundRobin,srv-2,193.80864298558737
422,RoundRobin,srv-3,159.97707731733828
423,RoundRobin,srv-4,187.33189354432508
424,RoundRobin,srv-5,125.15538650318538
425,RoundRobin,srv-1,173.68612915779184
426,RoundRobin,srv-2,189.8776278183562
427,RoundRobin,srv-3,166.60640169794354
428,RoundRobin,srv-4,184.44151700396264
429,RoundRobin,srv-5,133.39656928362
430,RoundRobin,srv-1,173.04916203867504
431,RoundRobin,srv-2,189.87123004224003
432,RoundRobin,srv-3,163.9663144209671
433,RoundRobin,srv-4,191.34993557153075
434,RoundRobin,srv-5,133.3472386452768
435,RoundRobin,srv-1,171.3715436780848
436,RoundRobin,srv-2,200.44185209630373
437,RoundRobin,srv-3,171.11296319788943
438,RoundRobin,srv-4,186.29851368565312
439,RoundRobin,srv-5,130.76944457899523
440,RoundRobin,srv-1,169.1809155064255
441,RoundRobin,srv-2,188.91697281409327
442,RoundRobin,srv-3,174.81133476412447
443,RoundRobin,srv-4,181.9630742261856
444,RoundRobin,srv-5,128.2181616750075
445,RoundRobin,srv-1,166.69682505413462
446,RoundRobin,srv-2,188.9436330199635
447,RoundRobin,srv-3,161.13003141565852
448,RoundRobin,srv-4,182.5559904404728
449,RoundRobin,srv-5,127.96767453608692
450,RoundRobin,srv-1,171.976629095802
451,RoundRobin,srv-2,188.84121835005945
452,RoundRobin,srv-3,160.57428335360967
453,RoundRobin,srv-4,184.71628884108048
454,RoundRobin,srv-5,134.06153266161039
455,RoundRobin,srv-1,169.90105797806913
456,RoundRobin,srv-2,191.31936727271756
457,RoundRobin,srv-3,163.172293949892
458,RoundRobin,srv-4,203.40890379757167
459,RoundRobin,srv-5,127.75959289839335
460,RoundRobin,srv-1,182.1152165507914
461,RoundRobin,srv-2,198.8035882149052
462,RoundRobin,srv-3,157.66894538323868
463,RoundRobin,srv-4,199.4192394800618
464,RoundRobin,srv-5,128.5146811387113
465,RoundRobin,srv-1,172.3171993609471
466,RoundRobin,srv-2,204.02619196426986
467,RoundRobin,srv-3,162.30682305180233
468,RoundRobin,srv-4,192.53824431364694
469,RoundRobin,srv-5,128.5884575566369
470,RoundRobin,srv-1,167.52230477451155
471,RoundRobin,srv-2,198.49213508087666
472,RoundRobin,srv-3,175.3792494987693
473,RoundRobin,srv-4,191.7529815789287
474,RoundRobin,srv-5,131.17744169867012
475,RoundRobin,srv-1,171.68912395527596
476,RoundRobin,srv-2,190.23229524767817
477,RoundRobin,srv-3,160.1519378123756
478,RoundRobin,srv-4,193.13639523919585
479,RoundRobin,srv-5,133.52322402260273
480,RoundRobin,srv-1,173.86194742204177
481,RoundRobin,srv-2,199.15230000108954
482,RoundRobin,srv-3,166.98497818028656
483,RoundRobin,srv-4,192.34458940903306
484,RoundRobin,srv-5,141.62985999982524
485,RoundRobin,srv-1,174.11210626792362
486,RoundRobin,srv-2,196.9122480966706
487,RoundRobin,srv-3,159.307268706179
488,RoundRobin,srv-4,189.9572320642633
489,RoundRobin,srv-5,148.124639856911
490,RoundRobin,srv-1,184.50002177549771
491,RoundRobin,srv-2,196.96433242672967
492,RoundRobin,srv-3,177.393548154744
493,RoundRobin,srv-4,189.6074203335492
494,RoundRobin,srv-5,132.50062594791893
495,RoundRobin,srv-1,181.9382305845336
496,RoundRobin,srv-2,198.61059743212437
497,RoundRobin,srv-3,163.8609614104431
498,RoundRobin,srv-4,202.60836966983555
499,RoundRobin,srv-5,144.16946435426232
0,AI-Based,srv-3,118.12849764628673
1,AI-Based,srv-3,124.75071263035245
2,AI-Based,srv-3,119.90046207013589
3,AI-Based,srv-3,120.39657539650788
4,AI-Based,srv-3,140.26708953740223
5,AI-Based,srv-1,124.05945484216711
6,AI-Based,srv-1,120.79798046564375
7,AI-Based,srv-1,120.7597641737477
8,AI-Based,srv-1,128.67096731498296
9,AI-Based,srv-3,132.7878524409315
10,AI-Based,srv-3,127.09773406863796
11,AI-Based,srv-3,122.98009894634055
12,AI-Based,srv-3,117.96144203138181
13,AI-Based,srv-3,122.52329628586826
14,AI-Based,srv-3,126.4856471389927
15,AI-Based,srv-3,122.5056148622413
16,AI-Based,srv-3,120.22158638814255
17,AI-Based,srv-3,129.5156253705195
18,AI-Based,srv-3,120.1130969197891
19,AI-Based,srv-3,121.5143006669754
20,AI-Based,srv-3,125.57525107850138
21,AI-Based,srv-3,125.87876032194299
22,AI-Based,srv-3,120.02805188633276
23,AI-Based,srv-3,130.2538364061085
24,AI-Based,srv-3,128.34668094079137
25,AI-Based,srv-3,123.81959393168353
26,AI-Based,srv-3,142.66048542483935
27,AI-Based,srv-3,129.14246559313077
28,AI-Based,srv-3,128.61788492839582
29,AI-Based,srv-3,124.0517763949885
30,AI-Based,srv-3,126.58000493355014
31,AI-Based,srv-3,128.34076448629355
32,AI-Based,srv-3,123.28561171055725
33,AI-Based,srv-3,122.56018342684493
34,AI-Based,srv-3,121.08248312205305
35,AI-Based,srv-3,133.7813526124906
36,AI-Based,srv-3,134.18656614816285
37,AI-Based,srv-3,133.3284435028852
38,AI-Based,srv-3,131.6445143976703
39,AI-Based,srv-3,128.0630647023029
40,AI-Based,srv-3,136.31175292721102
41,AI-Based,srv-3,130.57231988099488
42,AI-Based,srv-3,129.9813110546341
43,AI-Based,srv-3,148.9988303352413
44,AI-Based,srv-5,125.58630905227812
45,AI-Based,srv-5,127.13891620628496
46,AI-Based,srv-5,122.78344136325093
47,AI-Based,srv-5,132.2638110945569
48,AI-Based,srv-5,122.51018840947549
49,AI-Based,srv-5,131.8857217632248
50,AI-Based,srv-5,127.80452510761161
51,AI-Based,srv-5,127.29666140929088
52,AI-Based,srv-5,129.25205195257567
53,AI-Based,srv-5,128.26152271203452
54,AI-Based,srv-5,129.69089177273034
55,AI-Based,srv-5,128.41322020530527
56,AI-Based,srv-5,136.9944277308668
57,AI-Based,srv-1,121.14256813260239
58,AI-Based,srv-1,121.9620664958197
59,AI-Based,srv-1,141.07292136711138
60,AI-Based,srv-1,123.35376983956625
61,AI-Based,srv-1,125.52959735066673
62,AI-Based,srv-1,127.9205152132921
63,AI-Based,srv-1,121.90508393948812
64,AI-Based,srv-1,128.37160681018506
65,AI-Based,srv-1,131.10765083067005
66,AI-Based,srv-1,121.15226847741839
67,AI-Based,srv-1,128.37083910429277
68,AI-Based,srv-1,137.29736248838103
69,AI-Based,srv-1,126.77298602728926
70,AI-Based,srv-1,131.5414683045597
71,AI-Based,srv-1,138.82167250302334
72,AI-Based,srv-1,125.48232827516114
73,AI-Based,srv-1,138.95491520269735
74,AI-Based,srv-1,129.45377807523013
75,AI-Based,srv-1,124.77446514737179
76,AI-Based,srv-1,125.31801078381073
77,AI-Based,srv-1,127.95406238261519
78,AI-Based,srv-1,124.91341464577287
79,AI-Based,srv-1,134.63583004177028
80,AI-Based,srv-1,134.07750895495946
81,AI-Based,srv-1,129.7125919928246
82,AI-Based,srv-1,133.53740815337392
83,AI-Based,srv-1,138.31497100830518
84,AI-Based,srv-1,141.06412417021264
85,AI-Based,srv-1,139.54998365425914
86,AI-Based,srv-1,141.71274737254362
87,AI-Based,srv-1,129.60839369662085
88,AI-Based,srv-1,135.30668238166797
89,AI-Based,srv-1,126.70469620804268
90,AI-Based,srv-1,128.96834859709253
91,AI-Based,srv-1,131.37760148233212
92,AI-Based,srv-1,127.94832558145207
93,AI-Based,srv-1,134.50573448779528
94,AI-Based,srv-1,132.48337430540556
95,AI-Based,srv-1,150.60503086291664
96,AI-Based,srv-1,133.27460989864625
97,AI-Based,srv-1,139.11746565639672
98,AI-Based,srv-1,132.99121046739168
99,AI-Based,srv-1,135.5518573891219
100,AI-Based,srv-1,130.54685262472657
101,AI-Based,srv-1,149.3372973931818
102,AI-Based,srv-1,136.91510034943238
103,AI-Based,srv-1,146.26337591828803
104,AI-Based,srv-1,133.97160897252917
105,AI-Based,srv-1,129.94939868956104
106,AI-Based,srv-1,142.69242612884807
107,AI-Based,srv-1,133.70116275973618
108,AI-Based,srv-1,143.29580248809134
109,AI-Based,srv-1,137.47077533996796
110,AI-Based,srv-1,137.87656699838314
111,AI-Based,srv-1,134.72384282468218
112,AI-Based,srv-1,146.44451129666385
113,AI-Based,srv-1,137.42145703032514
114,AI-Based,srv-1,136.83664490075014
115,AI-Based,srv-1,136.65455350658624
116,AI-Based,srv-1,136.58728869512544
117,AI-Based,srv-1,144.28942318457487
118,AI-Based,srv-3,124.6083962738049
119,AI-Based,srv-3,130.19526062786628
120,AI-Based,srv-3,124.86470569310596
121,AI-Based,srv-3,130.91402506923305
122,AI-Based,srv-3,133.5831931846908
123,AI-Based,srv-3,127.2116486689304
124,AI-Based,srv-3,126.00994530182724
125,AI-Based,srv-3,126.2503294681523
126,AI-Based,srv-3,137.1302696657535
127,AI-Based,srv-3,124.95137270697221
128,AI-Based,srv-3,130.116488068677
129,AI-Based,srv-3,136.36059240851
130,AI-Based,srv-3,132.4121742004297
131,AI-Based,srv-3,128.31200839552264
132,AI-Based,srv-3,142.5742712669455
133,AI-Based,srv-3,137.6565468281709
134,AI-Based,srv-3,132.3486491737952
135,AI-Based,srv-3,132.21378730626327
136,AI-Based,srv-3,132.2302142523047
137,AI-Based,srv-3,126.10564210197676
138,AI-Based,srv-3,137.13209212351077
139,AI-Based,srv-3,129.03562326032616
140,AI-Based,srv-3,128.6568387523344
